journal,,editor_in_chief,author,title,year,issue,english_author,original title,first published year,genre,additional comments,decade,general_secretary
Vsesvit,,Korotych V. (1978-1986),Фіш Роберт,Напад на літак: Оповідання,1982,,Robert L. Fish,Hijack,1972,crime fiction/detective,,1980s,Andropov
Vsesvit,,Korotych V. (1978-1986),Фолкнер Вільям,В свою останню годину: Роман,1986,,William Faulkner,As I lay dying,1930,,,1980s,Gorbachev
Vsesvit,,Pavlychko D. (1971-1978),Фолкнер Вільям,Домашнє вогнище: Повість,1975,,William Faulkner,The  Fire and the Heart,1942,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Фолкнер Вільям,Еллі: Новела,1977,,William Faulkner,Elly,1934,,"bibliography says 1934, vsesvit says 1931",1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Фолкнер Вільям,Жила собі королева: Оповідання,1975,,William Faulkner,There Was a Queen,1933,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Фолкнер Вільям,Золотий край,1971,,William Faulkner,Golden Land,1935,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Фолкнер Вільям,Завтра і позавтра...: Оповідання,1971,,William Faulkner,Tomorrow,1940,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,Крадії: Роман,1970,,William Faulkner,The Reivers,1962,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,Пенсільванський вокзал,1960,,William Faulkner,Pennsylvania Station,1934,,,1960s,Khrushchev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,Два солдати,1960,,William Faulkner,Two Soldiers,1942,,,1960s,Khrushchev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,Не загинуть!,1960,,William Faulkner,Shall Not Perish,1943,,,1960s,Khrushchev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,Велетні,1960,,William Faulkner,The Tall Man,1941,,,1960s,Khrushchev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,І все буде чудово,1960,,William Faulkner,That Will Be Fine,1935,,,1960s,Khrushchev
Vsesvit,,Poltoratskyy O. (1958-1971),Фолкнер Вільям,Старий: Повість,1962,,William Faulkner,The Old People,1940,,,1960s,Khrushchev
Vsesvit,,Mykytenko O. (1986-2000),Хайнлайн Роберт,А ще ми прогулюємо собак: Оповідання,1991,,Robert A. Heinlein,We Also Walk Dogs,1941,Science fiction,First published in Astounding Science Fiction as by Anson MacDonald,1990s,Gorbachev
Vsesvit,,Mykytenko O. (1986-2000),Хантер Івен,День народження: Оповідання,1991,,Evan Hunter,The Birthday Party,1965,,"was published in Playboy in 1966, vsesvit refers to a carnival of modern humour by delacorte press 1967",1990s,Gorbachev
Vsesvit,,Poltoratskyy O. (1958-1971),Хантер Івен,Шкільні джунглі: Роман,1967,,Evan Hunter,The Blackboard Jungle,1954,,,1960s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хейлі Артур,Готель: Роман,1972,,Arthur Hailey,Hotel,1956,,,1970s,Brezhnev
Vsesvit,,Korotych V. (1978-1986),Хелман Ліліан,Джулія: Повість,1985,,Lillian Hellman,Pentimento: A Book of Portraits. Julia,1973,,Pentimento contains a section about an anti-nazi activist named Julia,1980s,Gorbachev
Vsesvit,,Poltoratskyy O. (1958-1971),Хемінгуей Ернест,За ким сумує дзвін: Роман,1969,,Ernest Hemingway ,For whom the Bell Tolls,1940,,,1960s,Brezhnev
Vsesvit,,Korotych V. (1978-1986),Хемінгуей Ернест,Після дощу: Новела,1979,,Ernest Hemingway ,Che ti dice la Patria,1927,,,1970s,Brezhnev
Vsesvit,,Korotych V. (1978-1986),Хемінгуей Ернест,Постріл: Новела,1979,,Ernest Hemingway ,The Shot,1951,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,Три постріли,1975,,Ernest Hemingway ,Three Shots,1972,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,Індіанці виїхали,1975,,Ernest Hemingway ,The Indians Moved Away,1972,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,Останній незайманий край,1975,,Ernest Hemingway ,The Last Good Country,1972,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,Переїзд через Міссісіпі,1975,,Ernest Hemingway ,Crossing the Missiissippi,1972,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,Остання ніч у морі,1975,,Ernest Hemingway ,Night Before Landing,1972,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,День одруження,1975,,Ernest Hemingway ,Wedding Day,1972,,,1970s,Brezhnev
Vsesvit,,Pavlychko D. (1971-1978),Хемінгуей Ернест,Про творчість: 3 неопублікованого,1975,,Ernest Hemingway ,On Writing,1972,,,1970s,Brezhnev
Vsesvit,,Mykytenko O. (1986-2000),Хеммет Дешіл,Королівські клопоти: Повість,1991,,Dashiell Hammet,This King Business,1928,Detective,,1990s,Gorbachev
Vsesvit,,Mykytenko O. (1986-2000),Холдінг Джеймс,Пристойна ціна за картину: Оповідання,1991,,James Holding,A Decent Price for a Painting,1982,Detective/Mystery,,1990s,Gorbachev
Vsesvit,,Korotych V. (1978-1986),Хорген Пол,Медовий місяць по-американському: Оповідання,1981,,Paul Horgan,National Honeymoon,1967,,"was included in The Peach Stone: Stories from Four Decades  collections printed in 1967, but according to the chronology was written/published in 1950",1980s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Перепис,1970,,Langston Hughes,Census,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Порожні будинки,1970,,Langston Hughes,Empty Houses,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Яхти,1970,,Langston Hughes,Yachts ,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Пригоди гарантовано,1970,,Langston Hughes,Adventure,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Золота брама,1970,,Langston Hughes,Golden Gate,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Співачки від Євангелія,1970,,Langston Hughes,Gospel Singers,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Бомбосховища,1970,,Langston Hughes,Bomb Shelters,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Ліворуч від господа,1970,,Langston Hughes,God's Other Side,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Конкурс,1970,,Langston Hughes,Contest,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Статути і статуї,1970,,Langston Hughes,Statuteas and Statues,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Виставляймося,1970,,Langston Hughes,Pose-Outs ,1965,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Х’юз Ленгстон,Дядько Сем,1970,,Langston Hughes,Uncle Sam ,1965,,,1970s,Brezhnev
Vsesvit,,Mykytenko O. (1986-2000),Чандлер [Чендлер] Реймонд,Завіса: Повість,1991,,Raymond Chandler,The Curtain,1936,,"first published in Black Mask, later part of Killer in the Rain collection published by Hamish Hamilton, London, 1964",1990s,Gorbachev
Vsesvit,,Mykytenko O. (1986-2000),Чандлер [Чендлер] Реймонд,Золоті рибки: Повість,1988,,Raymond Chandler,Goldfish,1936,,"first published in Black Mask, later part if Five Murders collection, published by Avon Books in 1944, New York and in 1946 by Worls Publishong Co, Cleveland, OH, in The simple Art of Murder in 1950 etc - many other places",1980s,Gorbachev
Vsesvit,,Korotych V. (1978-1986),Чандлер [Чендлер] Реймонд,Постріли в ресторані Сірано: Повість,1980,,Raymond Chandler,Guns at Cyrano's,1936,,"first published in Black Mask, later part of Red wind collection, published in 1946 by Worls Publishong Co, Cleveland, OH",1980s,Brezhnev
Vsesvit,,Mykytenko O. (1986-2000),Чандлер [Чендлер] Реймонд,Убивство під час дощу: Повість,1989,,Raymond Chandler,Killer in the Rain,1935,,"first published in Black Mask, later part of Killer in the Rain collection published by Hamish Hamilton, London, 1964",1980s,Gorbachev
Vsesvit,,Korotych V. (1978-1986),Чівер Джон,Принади самотності: Оповідання,1983,,John Cheever,The Pleasures of Solitude,1942,,"first published in the New Yorker, later was part of The Way Some people live collection published in 1943",1980s,Andropov
Vsesvit,,Korotych V. (1978-1986),Чівер Джон,"«Прокидайся, брате Жаку...»: Оповідання",1983,,John Cheever,Frère Jacques,1938,,published in the Atlantic magazine,1980s,Andropov
Vsesvit,,Mykytenko O. (1986-2000),Шеклі Роберт,Безіменна гора: Оповідання,1991,,Robert Sheckley,A Mountain Without a Name,1955,,,1990s,Gorbachev
Vsesvit,,Korotych V. (1978-1986),Шеклі Роберт,Заборонена зона - Лексіанський ключ: Оповідання,1983,,Robert Sheckley,The Laxian Key,1954,,"first published in Galaxy in 1952, later in collection The people Trap in 1968 by Deli",1980s,Andropov
Vsesvit,,Korotych V. (1978-1986),Шоу Ірвін,Лиха пригода: Оповідання,1982,,Irwin Shaw,A Wicked story,1953,,first published in the New Yorker in 1953,1980s,Andropov
Vsesvit,,Korotych V. (1978-1986),Шоу Ірвін,Нічний черговий: Роман,1979,,Irwin Shaw,Night Work,1975,,,1970s,Brezhnev
Vsesvit,,Poltoratskyy O. (1958-1971),Шоу Ірвін,Основні течії в американській думці: Новела,1959,,Irwin Shaw,Main Currents of American Thought,1939,,"first publishes in 1939 in the New Yorker, later in Five Decades collection and other places",1950s,Khrushchev
Vsesvit,,Korotych V. (1978-1986),Шоу Ірвін,Хліб по воді: Роман,1985,,Irwin Shaw,Bread Upon Waters,1981,,,1980s,Gorbachev
Vsesvit,,Poltoratskyy O. (1958-1971),Шулмен Макс,"Хлопці, наших бьють!: Сатир, роман",1960,,Max Shulman,"Rally Round the Flag,  Boys!",1957,,,1960s,Khrushchev
